code,geog_level,period,med,mad
gross-value-added-per-hour-worked,lower,2014,28.450000000000003,4.766558999999999
gross-value-added-per-hour-worked,lower,2013,27.945,4.714668
gross-value-added-per-hour-worked,lower,2017,30.78,5.085317999999999
gross-value-added-per-hour-worked,lower,2011,27.08,4.685015999999997
gross-value-added-per-hour-worked,lower,2010,26.785,4.610885999999999
gross-value-added-per-hour-worked,lower,2009,26.25,4.670189999999998
gross-value-added-per-hour-worked,lower,2008,25.564999999999998,4.529342999999996
gross-value-added-per-hour-worked,lower,2007,24.92,4.640538000000001
gross-value-added-per-hour-worked,lower,2006,24.07,4.2550620000000015
gross-value-added-per-hour-worked,lower,2005,23.41,4.321779000000001
gross-value-added-per-hour-worked,lower,2012,27.58,4.796210999999999
gross-value-added-per-hour-worked,upper,2004,23.3,4.062324000000003
gross-value-added-per-hour-worked,upper,2021,34.34,5.50044599999999
gross-value-added-per-hour-worked,upper,2020,33.7,5.515272000000003
gross-value-added-per-hour-worked,upper,2019,32.87,5.574575999999997
gross-value-added-per-hour-worked,upper,2018,31.97,5.307707999999997
gross-value-added-per-hour-worked,upper,2016,30.27,4.773971999999998
gross-value-added-per-hour-worked,upper,2015,29.81,4.714668
gross-value-added-per-hour-worked,upper,2014,29.16,4.596060000000002
gross-value-added-per-hour-worked,upper,2013,28.48,4.432974000000002
gross-value-added-per-hour-worked,upper,2017,30.92,4.966710000000002
gross-value-added-per-hour-worked,upper,2011,27.59,4.610885999999999
gross-value-added-per-hour-worked,upper,2010,27.06,4.551582
gross-value-added-per-hour-worked,upper,2009,26.5,4.581233999999999
gross-value-added-per-hour-worked,upper,2008,25.56,4.373669999999999
gross-value-added-per-hour-worked,upper,2007,24.87,4.403322000000004
gross-value-added-per-hour-worked,upper,2006,24.07,3.9437159999999998
gross-value-added-per-hour-worked,upper,2005,23.24,4.091975999999997
gross-value-added-per-hour-worked,upper,2012,28.17,4.596060000000002
aged-16-to-64-years-level-3-or-above-qualifications,country,2004,42.45,2.5945500000000052
aged-16-to-64-years-level-3-or-above-qualifications,country,2021,60.3,2.5204199999999988
aged-16-to-64-years-level-3-or-above-qualifications,country,2020,59.95,3.8547599999999966
aged-16-to-64-years-level-3-or-above-qualifications,country,2019,56.9,2.8169399999999976
aged-16-to-64-years-level-3-or-above-qualifications,country,2018,56.400000000000006,3.113460000000007
aged-16-to-64-years-level-3-or-above-qualifications,country,2017,55.8,3.854760000000002
aged-16-to-64-years-level-3-or-above-qualifications,country,2015,54.35,4.596059999999997
aged-16-to-64-years-level-3-or-above-qualifications,country,2014,54,3.4841099999999967
aged-16-to-64-years-level-3-or-above-qualifications,country,2013,52.8,3.484110000000002
aged-16-to-64-years-level-3-or-above-qualifications,country,2016,55.5,4.225410000000002
aged-16-to-64-years-level-3-or-above-qualifications,country,2011,49.3,4.966710000000002
aged-16-to-64-years-level-3-or-above-qualifications,country,2010,47.6,3.039330000000001
aged-16-to-64-years-level-3-or-above-qualifications,country,2009,46.2,2.372160000000002
aged-16-to-64-years-level-3-or-above-qualifications,country,2008,45.05,1.779119999999999
aged-16-to-64-years-level-3-or-above-qualifications,country,2007,44.75,2.0756399999999977
aged-16-to-64-years-level-3-or-above-qualifications,country,2006,43.8,2.8910699999999987
aged-16-to-64-years-level-3-or-above-qualifications,country,2005,42.9,2.8910699999999987
aged-16-to-64-years-level-3-or-above-qualifications,country,2012,51.400000000000006,4.4478
aged-16-to-64-years-level-3-or-above-qualifications,region,2004,42,2.816940000000003
aged-16-to-64-years-level-3-or-above-qualifications,region,2021,58.2,2.446290000000003
aged-16-to-64-years-level-3-or-above-qualifications,region,2020,58.15,2.8910699999999987
aged-16-to-64-years-level-3-or-above-qualifications,region,2019,55.25,2.59455
aged-16-to-64-years-level-3-or-above-qualifications,region,2018,54.55,3.0393299999999956
aged-16-to-64-years-level-3-or-above-qualifications,region,2017,53.95,3.706500000000005
aged-16-to-64-years-level-3-or-above-qualifications,region,2015,52.3,2.9652
aged-16-to-64-years-level-3-or-above-qualifications,region,2014,52,4.0030199999999985
aged-16-to-64-years-level-3-or-above-qualifications,region,2013,51.05,3.7806299999999955
aged-16-to-64-years-level-3-or-above-qualifications,region,2016,53.6,3.854760000000002
aged-16-to-64-years-level-3-or-above-qualifications,region,2011,48,4.596059999999997
aged-16-to-64-years-level-3-or-above-qualifications,region,2010,46.55,2.5204199999999934
aged-16-to-64-years-level-3-or-above-qualifications,region,2009,44.75,2.298029999999996
aged-16-to-64-years-level-3-or-above-qualifications,region,2008,43.25,1.630860000000002
aged-16-to-64-years-level-3-or-above-qualifications,region,2007,43.849999999999994,1.9273799999999903
aged-16-to-64-years-level-3-or-above-qualifications,region,2006,43.099999999999994,2.8169399999999927
aged-16-to-64-years-level-3-or-above-qualifications,region,2005,42.25,2.9652
aged-16-to-64-years-level-3-or-above-qualifications,region,2012,49.8,4.225409999999997
aged-16-to-64-years-level-3-or-above-qualifications,lower,2004,43.6,7.412999999999999
aged-16-to-64-years-level-3-or-above-qualifications,lower,2021,60.4,9.192119999999994
aged-16-to-64-years-level-3-or-above-qualifications,lower,2020,60.6,9.192120000000005
aged-16-to-64-years-level-3-or-above-qualifications,lower,2019,57.9,9.192119999999994
aged-16-to-64-years-level-3-or-above-qualifications,lower,2018,57,9.192120000000005
aged-16-to-64-years-level-3-or-above-qualifications,lower,2017,56.1,9.34038
aged-16-to-64-years-level-3-or-above-qualifications,lower,2015,55.2,8.747340000000008
aged-16-to-64-years-level-3-or-above-qualifications,lower,2014,54.05,8.376689999999998
aged-16-to-64-years-level-3-or-above-qualifications,lower,2013,53.4,8.1543
aged-16-to-64-years-level-3-or-above-qualifications,lower,2016,56.349999999999994,8.52495000000001
aged-16-to-64-years-level-3-or-above-qualifications,lower,2011,50.3,8.1543
aged-16-to-64-years-level-3-or-above-qualifications,lower,2010,48.849999999999994,7.338870000000009
aged-16-to-64-years-level-3-or-above-qualifications,lower,2009,46.9,7.709520000000004
aged-16-to-64-years-level-3-or-above-qualifications,lower,2008,46,7.8577799999999955
aged-16-to-64-years-level-3-or-above-qualifications,lower,2007,46.1,8.302560000000001
aged-16-to-64-years-level-3-or-above-qualifications,lower,2006,45.1,7.709519999999999
aged-16-to-64-years-level-3-or-above-qualifications,lower,2005,44.6,7.709520000000004
aged-16-to-64-years-level-3-or-above-qualifications,lower,2012,52.9,8.450819999999993
aged-16-to-64-years-level-3-or-above-qualifications,upper,2004,43.45,6.819960000000002
aged-16-to-64-years-level-3-or-above-qualifications,upper,2021,60.75,8.1543
aged-16-to-64-years-level-3-or-above-qualifications,upper,2020,60.2,8.524949999999999
aged-16-to-64-years-level-3-or-above-qualifications,upper,2019,57.3,8.30255999999999
aged-16-to-64-years-level-3-or-above-qualifications,upper,2018,56.55,8.376690000000009
aged-16-to-64-years-level-3-or-above-qualifications,upper,2017,55.7,7.412999999999999
aged-16-to-64-years-level-3-or-above-qualifications,upper,2015,55.1,7.857780000000006
aged-16-to-64-years-level-3-or-above-qualifications,upper,2014,54,8.302560000000001
aged-16-to-64-years-level-3-or-above-qualifications,upper,2013,53.1,8.006039999999997
aged-16-to-64-years-level-3-or-above-qualifications,upper,2016,55.9,7.709520000000004
aged-16-to-64-years-level-3-or-above-qualifications,upper,2011,50,7.709520000000004
aged-16-to-64-years-level-3-or-above-qualifications,upper,2010,48.9,7.116479999999996
aged-16-to-64-years-level-3-or-above-qualifications,upper,2009,47.1,7.338869999999998
aged-16-to-64-years-level-3-or-above-qualifications,upper,2008,45.9,7.412999999999999
aged-16-to-64-years-level-3-or-above-qualifications,upper,2007,45.6,7.561260000000002
aged-16-to-64-years-level-3-or-above-qualifications,upper,2006,45.6,6.968220000000004
aged-16-to-64-years-level-3-or-above-qualifications,upper,2005,44.1,7.709520000000004
aged-16-to-64-years-level-3-or-above-qualifications,upper,2012,51.8,7.857780000000006
aged-19-years-and-over-further-education-and-skills-learner-achievements,lower,2018,5475,2720.571
aged-19-years-and-over-further-education-and-skills-learner-achievements,lower,2019,4230,2068.227
aged-19-years-and-over-further-education-and-skills-learner-achievements,lower,2020,4245,1934.793
aged-19-years-and-over-further-education-and-skills-learner-achievements,lower,2021,4325,2001.51
aged-19-years-and-over-further-education-and-skills-learner-achievements,upper,2018,6195,3254.307
aged-19-years-and-over-further-education-and-skills-learner-achievements,upper,2019,4860,2550.0719999999997
aged-19-years-and-over-further-education-and-skills-learner-achievements,upper,2020,4850,2690.919
aged-19-years-and-over-further-education-and-skills-learner-achievements,upper,2021,4960,2809.527
aged-19-years-and-over-further-education-and-skills-participation,region,2022,5577,342.4806
aged-19-years-and-over-further-education-and-skills-participation,region,2021,5295,314.3112
aged-19-years-and-over-further-education-and-skills-participation,region,2020,4998,395.8542
aged-19-years-and-over-further-education-and-skills-participation,region,2019,5394,447.74519999999995
aged-19-years-and-over-further-education-and-skills-participation,region,2018,6364,1034.8547999999998
aged-19-years-and-over-further-education-and-skills-participation,region,2017,6648,1270.5882
aged-19-years-and-over-further-education-and-skills-participation,lower,2022,4968.5,1171.254
aged-19-years-and-over-further-education-and-skills-participation,lower,2021,4732,994.8245999999999
aged-19-years-and-over-further-education-and-skills-participation,lower,2020,4557,993.342
aged-19-years-and-over-further-education-and-skills-participation,lower,2019,4929,1181.6322
aged-19-years-and-over-further-education-and-skills-participation,lower,2018,5789.5,1518.1824
aged-19-years-and-over-further-education-and-skills-participation,lower,2017,6041,1713.8855999999998
aged-19-years-and-over-further-education-and-skills-participation,upper,2022,5554,1058.5764
aged-19-years-and-over-further-education-and-skills-participation,upper,2021,5238,1021.5114
aged-19-years-and-over-further-education-and-skills-participation,upper,2020,5025.5,979.2573
aged-19-years-and-over-further-education-and-skills-participation,upper,2019,5424.5,1011.1332
aged-19-years-and-over-further-education-and-skills-participation,upper,2018,6382,1513.7346
aged-19-years-and-over-further-education-and-skills-participation,upper,2017,6740,1694.6118
apprenticeships-achievements,region,2022,486,105.26459999999999
apprenticeships-achievements,region,2021,412,81.54299999999999
apprenticeships-achievements,region,2020,470,84.5082
apprenticeships-achievements,region,2019,468,81.54299999999999
apprenticeships-achievements,region,2018,597,83.0256
apprenticeships-achievements,region,2017,928,85.9908
apprenticeships-achievements,lower,2022,453,103.782
apprenticeships-achievements,lower,2021,400,100.07549999999999
apprenticeships-achievements,lower,2020,455.5,117.8667
apprenticeships-achievements,lower,2019,431,136.39919999999998
apprenticeships-achievements,lower,2018,539,189.0315
apprenticeships-achievements,lower,2017,764.5,326.17199999999997
apprenticeships-achievements,upper,2022,458,137.8818
apprenticeships-achievements,upper,2021,392,120.0906
apprenticeships-achievements,upper,2020,447,139.3644
apprenticeships-achievements,upper,2019,428,158.63819999999998
apprenticeships-achievements,upper,2018,543,225.3552
apprenticeships-achievements,upper,2017,764.5,374.3565
apprenticeships-starts,region,2022,1031,136.39919999999998
apprenticeships-starts,region,2021,1055,158.63819999999998
apprenticeships-starts,region,2020,982,121.5732
apprenticeships-starts,region,2019,1009,130.4688
apprenticeships-starts,region,2018,1251,195.70319999999998
apprenticeships-starts,region,2017,1173,200.15099999999998
apprenticeships-starts,lower,2022,943,225.3552
apprenticeships-starts,lower,2021,992.5,225.3552
apprenticeships-starts,lower,2020,930.5,198.6684
apprenticeships-starts,lower,2019,926.5,239.4399
apprenticeships-starts,lower,2018,1127,303.933
apprenticeships-starts,lower,2017,1094,332.1024
apprenticeships-starts,upper,2022,966,269.8332
apprenticeships-starts,upper,2021,980,280.21139999999997
apprenticeships-starts,upper,2020,938,235.7334
apprenticeships-starts,upper,2019,929,266.868
apprenticeships-starts,upper,2018,1125,366.9435
apprenticeships-starts,upper,2017,1095,390.6651
gcses-and-equivalent-in-english-and-maths-by-age-19,region,2016,71.11839727,2.351793983405989
gcses-and-equivalent-in-english-and-maths-by-age-19,region,2017,70.38895859,2.5987349943239986
gcses-and-equivalent-in-english-and-maths-by-age-19,region,2018,70.47240393,1.4037550651320025
gcses-and-equivalent-in-english-and-maths-by-age-19,region,2019,70.43740573,2.0998176181079917
gcses-and-equivalent-in-english-and-maths-by-age-19,region,2020,72.91729779,2.1747060273120162
gcses-and-equivalent-in-english-and-maths-by-age-19,region,2021,74.28732788,2.194397030952011
gcses-and-equivalent-in-english-and-maths-by-age-19,lower,2016,71.889126325,5.456543389646986
gcses-and-equivalent-in-english-and-maths-by-age-19,lower,2017,71.52018503,6.0121134026309875
gcses-and-equivalent-in-english-and-maths-by-age-19,lower,2018,71.98847262,5.875527565530006
gcses-and-equivalent-in-english-and-maths-by-age-19,lower,2019,71.49470899,6.344815047312005
gcses-and-equivalent-in-english-and-maths-by-age-19,lower,2020,73.42589934,5.925111506495999
gcses-and-equivalent-in-english-and-maths-by-age-19,lower,2021,75.213473775,5.608411215204001
gcses-and-equivalent-in-english-and-maths-by-age-19,upper,2016,71.351921155,3.5367194086560025
gcses-and-equivalent-in-english-and-maths-by-age-19,upper,2017,71.113205795,4.504946379632999
gcses-and-equivalent-in-english-and-maths-by-age-19,upper,2018,71.39712505,4.220547412998004
gcses-and-equivalent-in-english-and-maths-by-age-19,upper,2019,70.87795206,4.8914978873249995
gcses-and-equivalent-in-english-and-maths-by-age-19,upper,2020,72.29425028,5.003878114830009
gcses-and-equivalent-in-english-and-maths-by-age-19,upper,2021,74.54346238,5.008177936524017
persistent-absences-for-all-pupils,region,2013,10.758,0.2404777200000005
persistent-absences-for-all-pupils,region,2021,23.23891,1.0897703039999995
persistent-absences-for-all-pupils,region,2015,10.66359,0.566227178999999
persistent-absences-for-all-pupils,region,2010,16.2878,0.8826436709999992
persistent-absences-for-all-pupils,region,2016,11.02576,0.6756356459999997
persistent-absences-for-all-pupils,region,2011,13.72681,0.4614295979999975
persistent-absences-for-all-pupils,region,2009,17.188535,0.4496948189999993
persistent-absences-for-all-pupils,region,2017,11.479695,1.0012664969999987
persistent-absences-for-all-pupils,region,2014,11.023655,0.3841638989999993
persistent-absences-for-all-pupils,region,2012,13.933689999999999,0.6893126310000007
persistent-absences-for-all-pupils,region,2020,12.19704,1.3285875119999997
persistent-absences-for-all-pupils,region,2018,11.02956,0.6770589419999998
persistent-absences-for-all-pupils,region,2008,18.47361,1.162847658000001
persistent-absences-for-all-pupils,lower,2013,10.59802,1.5267963059999992
persistent-absences-for-all-pupils,lower,2021,22.44093,3.0403085160000005
persistent-absences-for-all-pupils,lower,2015,10.656,1.5868564319999983
persistent-absences-for-all-pupils,lower,2010,16.2878,2.107797593999997
persistent-absences-for-all-pupils,lower,2016,10.90323,1.7012835000000013
persistent-absences-for-all-pupils,lower,2011,13.265579999999998,1.8229160040000052
persistent-absences-for-all-pupils,lower,2009,17.49754,2.305265088000001
persistent-absences-for-all-pupils,lower,2017,11.28658,1.6992375119999996
persistent-absences-for-all-pupils,lower,2014,10.93909,1.5975163260000003
persistent-absences-for-all-pupils,lower,2012,13.46261,2.2831743479999997
persistent-absences-for-all-pupils,lower,2020,12.17556,2.103246012000001
persistent-absences-for-all-pupils,lower,2018,10.89749,1.636568010000002
persistent-absences-for-all-pupils,lower,2008,18.61783,2.4945338040000045
persistent-absences-for-all-pupils,upper,2013,10.58335,1.5050465639999981
persistent-absences-for-all-pupils,upper,2021,22.43737,2.7710831819999955
persistent-absences-for-all-pupils,upper,2015,10.50934,1.558864943999999
persistent-absences-for-all-pupils,upper,2010,16.013560000000002,2.052852437999997
persistent-absences-for-all-pupils,upper,2016,10.72295,1.4632520699999976
persistent-absences-for-all-pupils,upper,2011,13.2547,1.689141006
persistent-absences-for-all-pupils,upper,2009,17.16834,2.127471696
persistent-absences-for-all-pupils,upper,2017,11.09336,1.465461144000001
persistent-absences-for-all-pupils,upper,2014,10.76603,1.5493614780000007
persistent-absences-for-all-pupils,upper,2012,13.40354,1.8519453119999993
persistent-absences-for-all-pupils,upper,2020,11.87857,2.1712232220000005
persistent-absences-for-all-pupils,upper,2018,10.75597,1.4249120340000005
persistent-absences-for-all-pupils,upper,2008,18.44031,2.479010982000002
persistent-absences-for-pupils-eligible-for-free-school-meals,region,2020,23.4921,0.9729340110000008
persistent-absences-for-pupils-eligible-for-free-school-meals,region,2018,21.281725,1.223641671000001
persistent-absences-for-pupils-eligible-for-free-school-meals,region,2017,21.324804999999998,0.9418735410000021
persistent-absences-for-pupils-eligible-for-free-school-meals,region,2021,38.331565,2.1680949360000006
persistent-absences-for-pupils-eligible-for-free-school-meals,lower,2020,23.43552,3.678745727999997
persistent-absences-for-pupils-eligible-for-free-school-meals,lower,2018,20.45653,3.3811137779999982
persistent-absences-for-pupils-eligible-for-free-school-meals,lower,2017,20.66911,3.293047337999998
persistent-absences-for-pupils-eligible-for-free-school-meals,lower,2021,36.71605,5.035606422000001
persistent-absences-for-pupils-eligible-for-free-school-meals,upper,2020,23.60616,3.416221745999996
persistent-absences-for-pupils-eligible-for-free-school-meals,upper,2018,21.04128,2.7989708879999986
persistent-absences-for-pupils-eligible-for-free-school-meals,upper,2017,21.20728,2.8974007020000014
persistent-absences-for-pupils-eligible-for-free-school-meals,upper,2021,37.77871,4.353150816000001
persistent-absences-for-pupils-looked-after-by-local-authorities,region,2020,31.7,2.668680000000001
persistent-absences-for-pupils-looked-after-by-local-authorities,region,2021,19,1.779119999999999
persistent-absences-for-pupils-looked-after-by-local-authorities,region,2018,12.7,1.1860799999999982
persistent-absences-for-pupils-looked-after-by-local-authorities,region,2017,11.6,0.7413
persistent-absences-for-pupils-looked-after-by-local-authorities,region,2016,10.7,0.889560000000002
persistent-absences-for-pupils-looked-after-by-local-authorities,lower,2020,32.2,6.968219999999993
persistent-absences-for-pupils-looked-after-by-local-authorities,lower,2021,19.1,5.48562
persistent-absences-for-pupils-looked-after-by-local-authorities,lower,2018,12.1,3.5582400000000005
persistent-absences-for-pupils-looked-after-by-local-authorities,lower,2017,11.6,2.9652
persistent-absences-for-pupils-looked-after-by-local-authorities,lower,2016,11.1,3.2617199999999986
persistent-absences-for-pupils-looked-after-by-local-authorities,upper,2020,32.1,6.078660000000002
persistent-absences-for-pupils-looked-after-by-local-authorities,upper,2021,19.15,4.670189999999998
persistent-absences-for-pupils-looked-after-by-local-authorities,upper,2018,12.1,3.409980000000001
persistent-absences-for-pupils-looked-after-by-local-authorities,upper,2017,11.6,2.81694
persistent-absences-for-pupils-looked-after-by-local-authorities,upper,2016,11.1,2.9652
pupils-at-expected-standards-by-end-of-primary-school,region,2015,53,2.9652
pupils-at-expected-standards-by-end-of-primary-school,region,2016,60,1.4826
pupils-at-expected-standards-by-end-of-primary-school,region,2017,63,1.4826
pupils-at-expected-standards-by-end-of-primary-school,region,2018,64,1.4826
pupils-at-expected-standards-by-end-of-primary-school,region,2021,58,1.4826
pupils-at-expected-standards-by-end-of-primary-school,region,2022,59,1.4826
pupils-at-expected-standards-by-end-of-primary-school,lower,2015,54,5.9304
pupils-at-expected-standards-by-end-of-primary-school,lower,2016,62,5.9304
pupils-at-expected-standards-by-end-of-primary-school,lower,2017,66,4.4478
pupils-at-expected-standards-by-end-of-primary-school,lower,2018,66,4.4478
pupils-at-expected-standards-by-end-of-primary-school,lower,2021,59,4.4478
pupils-at-expected-standards-by-end-of-primary-school,lower,2022,61,4.4478
pupils-at-expected-standards-by-end-of-primary-school,upper,2015,54,4.4478
pupils-at-expected-standards-by-end-of-primary-school,upper,2016,62,4.4478
pupils-at-expected-standards-by-end-of-primary-school,upper,2017,65,4.4478
pupils-at-expected-standards-by-end-of-primary-school,upper,2018,66,4.4478
pupils-at-expected-standards-by-end-of-primary-school,upper,2021,59,4.4478
pupils-at-expected-standards-by-end-of-primary-school,upper,2022,60,4.4478
schools-and-nursery-schools-rated-good-or-outstanding,region,2024,88.97668906,1.9020136183859933
schools-and-nursery-schools-rated-good-or-outstanding,lower,2024,90.86738949,5.45744564070298
schools-and-nursery-schools-rated-good-or-outstanding,upper,2024,90.51094891,5.0468158713419955
cancer-diagnosis-at-stage-1-and-2,region,2013,53.90955,0.9367363320000069
cancer-diagnosis-at-stage-1-and-2,region,2014,55.08929,2.1523645499999953
cancer-diagnosis-at-stage-1-and-2,region,2015,54.64362,2.213506973999998
cancer-diagnosis-at-stage-1-and-2,region,2016,54.45676,2.1251884919999973
cancer-diagnosis-at-stage-1-and-2,region,2017,53.62732,2.4757789140000033
cancer-diagnosis-at-stage-1-and-2,region,2018,53.77287,2.7693337139999934
cancer-diagnosis-at-stage-1-and-2,region,2019,53.947575,2.6046539190000044
cancer-diagnosis-at-stage-1-and-2,region,2020,51.70658,1.645500674999998
cancer-diagnosis-at-stage-1-and-2,region,2021,54.09222,1.8996850320000012
cancer-diagnosis-at-stage-1-and-2,lower,2013,54.747875,3.918296823000001
cancer-diagnosis-at-stage-1-and-2,lower,2014,55.55556,3.9089193780000007
cancer-diagnosis-at-stage-1-and-2,lower,2015,55.16014,3.540241235999994
cancer-diagnosis-at-stage-1-and-2,lower,2016,54.79764,3.3132774149999933
cancer-diagnosis-at-stage-1-and-2,lower,2017,54.70984,3.215069991000003
cancer-diagnosis-at-stage-1-and-2,lower,2018,54.89022,3.4516262340000043
cancer-diagnosis-at-stage-1-and-2,lower,2019,54.705315,3.3680001809999967
cancer-diagnosis-at-stage-1-and-2,lower,2020,52.286815000000004,3.406710867000001
cancer-diagnosis-at-stage-1-and-2,lower,2021,54.46508,3.405858372000004
cancer-diagnosis-at-stage-1-and-2,upper,2013,53.93028,2.934154356000006
cancer-diagnosis-at-stage-1-and-2,upper,2014,54.779309999999995,3.147396713999997
cancer-diagnosis-at-stage-1-and-2,upper,2015,54.370035,3.2469533039999994
cancer-diagnosis-at-stage-1-and-2,upper,2016,53.99516,2.9823685079999924
cancer-diagnosis-at-stage-1-and-2,upper,2017,54.59515,2.532295625999992
cancer-diagnosis-at-stage-1-and-2,upper,2018,54.68245,2.8582452360000037
cancer-diagnosis-at-stage-1-and-2,upper,2019,54.585634999999996,2.840528165999995
cancer-diagnosis-at-stage-1-and-2,upper,2020,51.803705,2.8729378020000005
cancer-diagnosis-at-stage-1-and-2,upper,2021,53.942385,2.921885841000004
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2001,62.61767,15.731112474000007
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2020,31.79854,4.715913383999999
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2019,30.51186,4.554932676
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2018,29.20972,7.009035978000002
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2017,28.58967,5.976538511999997
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2016,29.32114,6.449977169999998
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2014,31.01013,6.281761374000003
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2013,32.16558,4.556726622
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2012,32.56703,4.399585847999992
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2011,33.01388,5.551595700000003
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2015,30.21085,5.878746215999996
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2009,35.9212,6.656058569999996
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2008,38.13948,6.729328662000004
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2007,40.72108,8.198778
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2006,43.41436,10.335827291999992
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2005,45.93422,11.050603578
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2004,49.35949,11.550536298000004
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2003,54.45047,13.84939655399999
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2002,58.76867,14.647969391999997
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,region,2010,34.28578,6.6008465460000005
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2001,57.678705,14.258104895999992
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2020,28.315385,8.362642365000003
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2019,27.133195,7.68401928
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2018,27.08296,7.9541934780000005
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2017,26.39564,7.689645747
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2016,27.35678,7.955149754999996
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2014,27.698529999999998,7.131194804999999
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2013,28.524025,7.350486171000001
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2012,29.11499,7.440613425
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2011,30.46838,7.597628177999997
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2015,27.38226,7.5105847320000025
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2009,32.986005,8.506461978
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2008,34.575815000000006,9.308237232000002
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2007,36.691615,10.028551029000003
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2006,39.00506,10.403441265000003
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2005,42.594735,11.703955745999995
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2004,45.82719,11.843631491999997
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2003,49.38635,12.075013461
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2002,53.451229999999995,12.965307347999996
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,lower,2010,31.856385,7.8543107160000005
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2001,64.56398,15.403383743999989
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2020,31.51718,8.585069429999999
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2019,30.29035,7.754457605999999
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2018,30.2108,7.696028339999998
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2017,28.91398,7.7443017959999985
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2016,30.4694,7.275429545999998
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2014,31.14827,8.070814794
cardiovascular-mortality-considered-preventable-in-persons-aged-under-75-2021-census-population-estimates,upper,2013,32.68561,8.245124075999996
